Jackknife	Sample	MODIFIER	Total_Alleles
107	VR14	40228	92848
107	DN26	32686	93163
107	BU1031	43473	89905
107	VT27	72075	94192
107	CW2214	48480	95286
107	BU04	45041	92143
107	GC30	65340	89914
107	DL2524	70275	90137
107	VT29	67756	88581
107	DL23523	72845	93255
107	PZ29	35716	95260
107	LI04	20659	94176
107	WE2430	36087	95572
107	WS04	73046	93975
107	WE2431	36341	94797
107	WS05	72475	92936
107	BB10	67755	88783
107	VG21	69434	91913
107	CE29	72261	95522
107	CA14	64486	89347
107	FC11	21306	95608
107	MM27	66624	91800
107	NF30	69979	90575
107	MI21	34499	96101
107	FU14	65146	91312
107	BB13	67400	88014
107	WB20	28217	94360
108	SH2514	72441	94647
108	NF24	72363	93520
108	WB13	31691	96381
108	CW2212	42447	92990
108	SH2515	72629	94417
108	VR14	40605	93702
108	DN26	32956	94013
108	BU1031	43828	90713
108	VT27	72706	95050
108	CW2214	49000	96166
108	BU04	45419	92990
108	GC30	65986	90753
108	DL2524	70929	90957
108	VT29	68380	89396
108	DL23523	73528	94112
108	PZ29	35986	96142
108	LI04	20817	95028
108	WE2430	36362	96455
108	WS04	73747	94855
108	WE2431	36647	95685
108	WS05	73151	93797
108	BB10	68419	89597
108	VG21	70106	92757
108	CE29	72929	96408
108	CA14	65129	90174
108	FC11	21480	96495
108	MM27	67269	92633
108	NF30	70616	91415
108	MI21	34747	96988
108	FU14	65786	92148
108	BB13	68037	88820
108	WB20	28458	95231
109	SH2514	71883	93943
109	NF24	71786	92817
109	WB13	31450	95660
109	CW2212	42126	92287
109	SH2515	72092	93719
109	VR14	40289	92988
109	DN26	32665	93310
109	BU1031	43491	90018
109	VT27	72160	94349
109	CW2214	48657	95445
109	BU04	45060	92279
109	GC30	65479	90088
109	DL2524	70412	90278
109	VT29	67886	88755
109	DL23523	72978	93411
109	PZ29	35692	95417
109	LI04	20656	94300
109	WE2430	36090	95733
109	WS04	73164	94143
109	WE2431	36336	94959
109	WS05	72585	93101
109	BB10	67902	88914
109	VG21	69563	92076
109	CE29	72360	95690
109	CA14	64616	89500
109	FC11	21332	95759
109	MM27	66741	91943
109	NF30	70059	90728
109	MI21	34475	96251
109	FU14	65289	91480
109	BB13	67519	88154
109	WB20	28239	94512
